title;shops;catalogue_numbers;manufacturer;description;is_new;price;is_available;delivery_days_from;delivery_days_to;properties;images;compatibility;count
Двигатель Honda 2,4 Accord;Челябинск, Ленина пр. Д. 26А оф. 1403|+79821124013;K24A8;Honda;Двигатель контрактный, есть ГТД ( документы для постановки на учет). Гарантия 1 месяц;False;60000;True;0;0;0;https://static-eu.insales.ru/images/products/1/861/97125213/jctrade1370902416-80778-81921.jpg;;1
Двигатель HONDA 1,3 Jazz Fit City Civic;Челябинск, Ленина пр. Д. 26А оф. 1403|+79821124013;L13A1;Honda;Двигатель контрактный, есть ГТД ( документы для постановки на учет). Гарантия 1 месяц;False;27500;True;0;0;0;https://static-eu.insales.ru/images/products/1/33/97124385/engine_Honda_L13A1__i-DSI_-1.jpeg;;1
Двигатель HONDA 1,5 Fit Jazz City;Челябинск, Ленина пр. Д. 26А оф. 1403|+79821124013;L15A;Honda;Двигатель контрактный, есть ГТД ( документы для постановки на учет). Гарантия 1 месяц;False;26400;True;0;0;0;https://static-eu.insales.ru/images/products/1/70/97124422/e1.jpg;;1
Двигатель HONDA 1,3 CIVIC;Челябинск, Ленина пр. Д. 26А оф. 1403|+79821124013;LDA1;Honda;Двигатель контрактный, есть ГТД ( документы для постановки на учет). Гарантия 1 месяц;False;26700;True;0;0;0;https://static-eu.insales.ru/images/products/1/8076/97124236/d2e47b981e85d49ad169cb4421140c1b.png;;1
Двигатель HONDA  1,8 Civic;Челябинск, Ленина пр. Д. 26А оф. 1403|+79821124013;R18A1;Honda;Двигатель контрактный, есть ГТД ( документы для постановки на учет). Гарантия 1 месяц;False;38500;True;0;0;0;https://static-eu.insales.ru/images/products/1/152/97124504/7043d494.jpg;;1
Двигатель Kia Rio1,3;Челябинск, Ленина пр. Д. 26А оф. 1403|+79821124013;A3E;hyundai/kia;Двигатель контрактный, есть ГТД ( документы для постановки на учет). Гарантия 1 месяц;False;26400;True;0;0;0;https://static-eu.insales.ru/images/products/1/4028/97054652/51d7b68963184393b4b62e0f312963f4.jpg https://static-eu.insales.ru/images/products/1/4030/97054654/ae9d3100c894f7afde12fd5aa77978e0.jpg;;1
Двигатель Kia1,5 Rio Spectra;Челябинск, Ленина пр. Д. 26А оф. 1403|+79821124013;A5D;hyundai/kia;Двигатель контрактный, есть ГТД ( документы для постановки на учет). Гарантия 1 месяц;False;38000;True;0;0;0;https://static-eu.insales.ru/images/products/1/7063/97049495/1b1dfcd25bfa700f72fd1ef151f917ba.jpg https://static-eu.insales.ru/images/products/1/7064/97049496/7250f61064d68ee3af04152a9da6b272.jpg;;1
Двигатель Kia1,6 Shuma;Челябинск, Ленина пр. Д. 26А оф. 1403|+79821124013;BF;hyundai/kia;Двигатель контрактный, есть ГТД ( документы для постановки на учет). Гарантия 1 месяц;False;26400;True;0;0;0;https://static-eu.insales.ru/images/products/1/7282/97049714/engine_Kia_BF-1.jpeg;;1
Двигатель Hyundai 3,3TD HD 72, County;Челябинск, Ленина пр. Д. 26А оф. 1403|+79821124013;D4AL;hyundai/kia;Двигатель контрактный, есть ГТД ( документы для постановки на учет). Гарантия 1 месяц;False;189000;True;0;0;0;https://static-eu.insales.ru/images/products/1/1216/97027264/d4al.jpg https://static-eu.insales.ru/images/products/1/1217/97027265/d4al-2.jpg https://static-eu.insales.ru/images/products/1/1218/97027266/d4al-3.jpg https://static-eu.insales.ru/images/products/1/1219/97027267/d4al-4.jpg https://static-eu.insales.ru/images/products/1/1220/97027268/d4al-5.jpg;;1
Двигатель HYUNDAI 2,5 H100/GRACE/PORTER/GALLOPER;Челябинск, Ленина пр. Д. 26А оф. 1403|+79821124013;D4BA;hyundai/kia;Двигатель контрактный, есть ГТД ( документы для постановки на учет). Гарантия 1 месяц;False;89900;True;0;0;0;https://static-eu.insales.ru/images/products/1/8181/97026037/21101-D4BF-D4BH-020-900x500.JPG;;1
Двигатель HYUNDAI 2,6D DIESEL, H1/STAREX/H200 1997-07;Челябинск, Ленина пр. Д. 26А оф. 1403|+79821124013;D4BB;hyundai/kia;Двигатель контрактный, есть ГТД ( документы для постановки на учет). Гарантия 1 месяц;False;77000;True;0;0;0;https://static-eu.insales.ru/images/products/1/270/97026318/5229326562.jpg;;1
Двигатель Hyundai 2,5 Galloper,Porter,Stareks элект.ТНВД;Челябинск, Ленина пр. Д. 26А оф. 1403|+79821124013;D4BF-E;hyundai/kia;Двигатель контрактный, есть ГТД ( документы для постановки на учет). Гарантия 1 месяц;False;86000;True;0;0;0;https://static-eu.insales.ru/images/products/1/8107/97025963/d4bf.jpg;;1
Двигатель Hyundai2,5 Galloper,Porter,Stareks, Terracan механ.ТНВД;Челябинск, Ленина пр. Д. 26А оф. 1403|+79821124013;D4BF-M;hyundai/kia;Двигатель контрактный, есть ГТД ( документы для постановки на учет). Гарантия 1 месяц;False;86000;True;0;0;0;https://static-eu.insales.ru/images/products/1/8063/97025919/d4bf.jpg;;1
Двигатель Hyundai2,5 H1 Starex H200 Galloper электр ТНВД;Челябинск, Ленина пр. Д. 26А оф. 1403|+79821124013;D4BH-E;hyundai/kia;Двигатель контрактный, есть ГТД ( документы для постановки на учет). Гарантия 1 месяц;False;86000;True;0;0;0;https://static-eu.insales.ru/images/products/1/50/97026098/d4bh.jpg;;1
Двигатель Hyundai2,5 H1 Starex H200 Galloper механ,ТНВД;Челябинск, Ленина пр. Д. 26А оф. 1403|+79821124013;D4BH-M;hyundai/kia;Двигатель контрактный, есть ГТД ( документы для постановки на учет). Гарантия 1 месяц;False;81200;True;0;0;0;https://static-eu.insales.ru/images/products/1/27/97026075/d4bh.jpg;;1
Двигатель HYUNDAI  2,5TD Porter;Челябинск, Ленина пр. Д. 26А оф. 1403|+79821124013;D4CB-126P;hyundai/kia;Двигатель контрактный, есть ГТД ( документы для постановки на учет). Гарантия 1 месяц;False;168300;True;0;0;0;https://static-eu.insales.ru/images/products/1/161/97026209/d4cb-145.jpg https://static-eu.insales.ru/images/products/1/162/97026210/d4cb-145-2.jpg https://static-eu.insales.ru/images/products/1/163/97026211/d4cb-145-3.jpg https://static-eu.insales.ru/images/products/1/164/97026212/d4cb-145-4.jpg;;1
Двигатель HYUNDAI  2,5TD Porter-3;Челябинск, Ленина пр. Д. 26А оф. 1403|+79821124013;D4CB-133P;hyundai/kia;Двигатель контрактный, есть ГТД ( документы для постановки на учет). Гарантия 1 месяц;False;222000;True;0;0;0;https://static-eu.insales.ru/images/products/1/205/97026253/5a37396fa703f1a8ff975410a68364b3.jpg https://static-eu.insales.ru/images/products/1/206/97026254/7c5038252cbf446d9c2d63fd1001affe.jpg https://static-eu.insales.ru/images/products/1/207/97026255/25f2679e2971e593de6834df1959c461.jpg https://static-eu.insales.ru/images/products/1/208/97026256/167df06fd4fd658cb9fb6f8246f121e2.jpg https://static-eu.insales.ru/images/products/1/209/97026257/519bf3ac111e19d4adea3325e3b98ea2.jpg https://static-eu.insales.ru/images/products/1/210/97026258/c268d0c6fcc9fd7462c668b0078c7bd9.jpg;;1
Двигатель 145HP HYUNDAI 2,5 H1 Starex;Челябинск, Ленина пр. Д. 26А оф. 1403|+79821124013;D4CB-145H;hyundai/kia;Двигатель контрактный, есть ГТД ( документы для постановки на учет). Гарантия 1 месяц;False;148500;True;0;0;0;https://static-eu.insales.ru/images/products/1/6489/96926041/d4cb-145.jpg https://static-eu.insales.ru/images/products/1/6490/96926042/d4cb-145-2.jpg https://static-eu.insales.ru/images/products/1/6491/96926043/d4cb-145-3.jpg https://static-eu.insales.ru/images/products/1/6492/96926044/d4cb-145-4.jpg;;1
Двигатель KIA Sorento;Челябинск, Ленина пр. Д. 26А оф. 1403|+79821124013;D4CB-145K;hyundai/kia;Двигатель контрактный, есть ГТД ( документы для постановки на учет). Гарантия 1 месяц;False;148500;True;0;0;0;https://static-eu.insales.ru/images/products/1/4396/97055020/d4cb-145-2.jpg https://static-eu.insales.ru/images/products/1/4395/97055019/d4cb-145.jpg https://static-eu.insales.ru/images/products/1/4397/97055021/d4cb-145-3.jpg https://static-eu.insales.ru/images/products/1/4398/97055022/d4cb-145-4.jpg;;1
Двигатель KIA 2,5 Sorento;Челябинск, Ленина пр. Д. 26А оф. 1403|+79821124013;D4CB-174K;hyundai/kia;Двигатель контрактный, есть ГТД ( документы для постановки на учет). Гарантия 1 месяц;False;158000;True;0;0;0;https://static-eu.insales.ru/images/products/1/7810/97050242/5a37396fa703f1a8ff975410a68364b3.jpg https://static-eu.insales.ru/images/products/1/7811/97050243/7c5038252cbf446d9c2d63fd1001affe.jpg https://static-eu.insales.ru/images/products/1/7812/97050244/25f2679e2971e593de6834df1959c461.jpg https://static-eu.insales.ru/images/products/1/7813/97050245/167df06fd4fd658cb9fb6f8246f121e2.jpg https://static-eu.insales.ru/images/products/1/7814/97050246/519bf3ac111e19d4adea3325e3b98ea2.jpg;;1
Двигатель Hyundai3,9 HD 78, County;Челябинск, Ленина пр. Д. 26А оф. 1403|+79821124013;D4DD;hyundai/kia;Двигатель контрактный, есть ГТД ( документы для постановки на учет). Гарантия 1 месяц;False;165000;True;0;0;0;https://static-eu.insales.ru/images/products/1/1661/97027709/e358b2ab443f8d6875754478e38af1da.jpg https://static-eu.insales.ru/images/products/1/1657/97027705/57bc051c42a5f4228007397c42393d6c.jpg https://static-eu.insales.ru/images/products/1/1658/97027706/65a6054adb49643a18f753e1b01b12b7.jpg https://static-eu.insales.ru/images/products/1/1659/97027707/853e40bfc76c2dbef4f909fa04fdccc8.jpg https://static-eu.insales.ru/images/products/1/1660/97027708/450392993115e301017fc60c33d68e85.jpg;;1
Двигатель KIA/HYUNDAI i2,0 CRDI Elantra, Santa Fe, Tucson, Trajet, Sonata;Челябинск, Ленина пр. Д. 26А оф. 1403|+79821124013;D4EA;hyundai/kia;Двигатель контрактный, есть ГТД ( документы для постановки на учет). Гарантия 1 месяц;False;54500;True;0;0;0;https://static-eu.insales.ru/images/products/1/3877/97054501/d4ea.jpg https://static-eu.insales.ru/images/products/1/3878/97054502/d4ea-2.jpg;;1
Двигатель KIA/HYUNDAI 2,0 CRDI  Elantra, Santa Fe, Sportage Tucson, Trajet, Sonata;Челябинск, Ленина пр. Д. 26А оф. 1403|+79821124013;D4EA-VGT;hyundai/kia;Двигатель контрактный, есть ГТД ( документы для постановки на учет). Гарантия 1 месяц;False;78400;True;0;0;0;https://static-eu.insales.ru/images/products/1/2496/97053120/638ec4ba713c53703ccf25be5e97e745.jpg;;1
Двигатель Hyundai1,5 Getz,Accent-Kia Cerato.Rio2005-11;Челябинск, Ленина пр. Д. 26А оф. 1403|+79821124013;D4FA;hyundai/kia;Двигатель контрактный, есть ГТД ( документы для постановки на учет). Гарантия 1 месяц;False;60000;True;0;0;0;https://static-eu.insales.ru/images/products/1/6539/97024395/64783d60bddbbeeaa80859d10852ab90.jpg https://static-eu.insales.ru/images/products/1/6538/97024394/868ba92659d8105c8ed3156d1017620f.jpg https://static-eu.insales.ru/images/products/1/6540/97024396/be65116c31edca243828ccf9a2d4f1cf.jpg;;1
Двигатель KIA/Hyundai 1,4CRDI VENGA/I20 DIESEL TURBO;Челябинск, Ленина пр. Д. 26А оф. 1403|+79821124013;D4FC;hyundai/kia;Двигатель контрактный, есть ГТД ( документы для постановки на учет). Гарантия 1 месяц;False;107800;True;0;0;0;https://static-eu.insales.ru/images/products/1/492/97051116/298-d4fc.jpg;;1
Двигатель Kia 2.0 iX35 Sportage,Santa Fe,Tucson ,Sorento,Carnival;Челябинск, Ленина пр. Д. 26А оф. 1403|+79821124013;D4HA;hyundai/kia;Двигатель контрактный, есть ГТД ( документы для постановки на учет). Гарантия 1 месяц;False;90000;True;0;0;0;https://static-eu.insales.ru/images/products/1/7394/97049826/154313_1.jpg;;1
Двигатель HYUNDAI 2,5 SANTA FE DIESEL TURBO;Челябинск, Ленина пр. Д. 26А оф. 1403|+79821124013;D4HB;hyundai/kia;Двигатель контрактный, есть ГТД ( документы для постановки на учет). Гарантия 1 месяц;False;287500;True;0;0;0;https://static-eu.insales.ru/images/products/1/103/97026151/dvigatel-motor-d4hb-hyundai-santa-fe-22-crdi-2011r-0.jpg;;1
Двигатель KIA 2,0 Sportage 8V;Челябинск, Ленина пр. Д. 26А оф. 1403|+79821124013;FE8V;hyundai/kia;Двигатель контрактный, есть ГТД ( документы для постановки на учет). Гарантия 1 месяц;False;42500;True;0;0;0;;;1
Двигатель KIA 2,0 Sportage 16V;Челябинск, Ленина пр. Д. 26А оф. 1403|+79821124013;FE-16V;hyundai/kia;Двигатель контрактный, есть ГТД ( документы для постановки на учет). Гарантия 1 месяц;False;49100;True;0;0;0;https://static-eu.insales.ru/images/products/1/7567/97049999/fc9nzQrT7jbv.jpg;;1
Двигатель PICANTO;Челябинск, Ленина пр. Д. 26А оф. 1403|+79821124013;G3LA;hyundai/kia;Двигатель контрактный, есть ГТД ( документы для постановки на учет). Гарантия 1 месяц;False;60500;True;0;0;0;https://static-eu.insales.ru/images/products/1/3379/97054003/d84d040a8694128bc8266b414fb58d19.png;;1
Двигатель Hyundai 1,8 SONATA;Челябинск, Ленина пр. Д. 26А оф. 1403|+79821124013;G4CM;hyundai/kia;Двигатель контрактный, есть ГТД ( документы для постановки на учет). Гарантия 1 месяц;False;29700;True;0;0;0;https://static-eu.insales.ru/images/products/1/7144/97025000/G4CM.jpg https://static-eu.insales.ru/images/products/1/7145/97025001/G4CM_1.jpg;;1
Двигатель Hyundai 1,8 Elantra;Челябинск, Ленина пр. Д. 26А оф. 1403|+79821124013;G4CN;hyundai/kia;Двигатель контрактный, есть ГТД ( документы для постановки на учет). Гарантия 1 месяц;False;32700;True;0;0;0;https://static-eu.insales.ru/images/products/1/6776/97024632/1410372456749_hugeBlock.jpg;;1
Двигатель HYUNDAI 2.0 16V Sonata;Челябинск, Ленина пр. Д. 26А оф. 1403|+79821124013;G4CP-16V;hyundai/kia;Двигатель контрактный, есть ГТД ( документы для постановки на учет). Гарантия 1 месяц;False;24800;True;0;0;0;https://static-eu.insales.ru/images/products/1/7269/97025125/f8abe8a02697109a55db9e1babf0c35c.jpg https://static-eu.insales.ru/images/products/1/7262/97025118/5fea2c53cde30ce9aeabeef70163f224.jpg https://static-eu.insales.ru/images/products/1/7263/97025119/9dc9a27df7be69490326fd3d656344c0.jpg https://static-eu.insales.ru/images/products/1/7264/97025120/31e2d3e15ae742fb82217b71dfe3e5aa.jpg https://static-eu.insales.ru/images/products/1/7265/97025121/52a0f2eb7925d6481f352aaf92d434c9.jpg https://static-eu.insales.ru/images/products/1/7266/97025122/a9ceac78c40a031202c608e4f1205d23.jpg https://static-eu.insales.ru/images/products/1/7267/97025123/ae7a4cd5c9ce9c9a8b69687f796980c0.jpg https://static-eu.insales.ru/images/products/1/7268/97025124/d41446f264d3e656ab26fc4433c03a50.jpg;;1
Двигатель HYUNDAI 2.0 8V Sonata;Челябинск, Ленина пр. Д. 26А оф. 1403|+79821124013;G4CP -8V;hyundai/kia;Двигатель контрактный, есть ГТД ( документы для постановки на учет). Гарантия 1 месяц;False;33800;True;0;0;0;https://static-eu.insales.ru/images/products/1/7383/97025239/dvigatel-20l-h-nde-sonata-3-G4CP-sohc-l470814.jpg;;1
Двигатель Hyundai 1,5 SOHC Accent;Челябинск, Ленина пр. Д. 26А оф. 1403|+79821124013;G4EB;hyundai/kia;Двигатель контрактный, есть ГТД ( документы для постановки на учет). Гарантия 1 месяц;False;27500;True;0;0;0;https://static-eu.insales.ru/images/products/1/6634/97024490/G4EB_Accent_1_5.jpeg;;1
Двигатель Hyundai 1,5 DOHC Accent;Челябинск, Ленина пр. Д. 26А оф. 1403|+79821124013;G4EC;hyundai/kia;Двигатель контрактный, есть ГТД ( документы для постановки на учет). Гарантия 1 месяц;False;37100;True;0;0;0;https://static-eu.insales.ru/images/products/1/6409/97024265/308228063fe07dc34bd1ce829f5f3590.jpg https://static-eu.insales.ru/images/products/1/6410/97024266/dde3ad9b79b1deee04956345de291432.jpg;;1
Двигатель KIA/HYUNDAI 1,6 TUCSON  Accent Elantra Getz Specrta Cerato;Челябинск, Ленина пр. Д. 26А оф. 1403|+79821124013;G4ED-CVVT;hyundai/kia;Двигатель контрактный, есть ГТД ( документы для постановки на учет). Гарантия 1 месяц;False;50100;True;0;0;0;https://static-eu.insales.ru/images/products/1/1788/97052412/g4ed.jpg https://static-eu.insales.ru/images/products/1/1789/97052413/g4ed-2.jpg https://static-eu.insales.ru/images/products/1/1790/97052414/g4ed-3.jpg https://static-eu.insales.ru/images/products/1/1791/97052415/g4ed-4.jpg;;1
Двигатель Hyundai 1,3 Accent,Pony;Челябинск, Ленина пр. Д. 26А оф. 1403|+79821124013;G4EH;hyundai/kia;Двигатель контрактный, есть ГТД ( документы для постановки на учет). Гарантия 1 месяц;False;23800;True;0;0;0;https://static-eu.insales.ru/images/products/1/2480/96987568/L1.jpg;;1
Двигатель Hyundai1,5 Accent.Lantra.Elantra;Челябинск, Ленина пр. Д. 26А оф. 1403|+79821124013;G4EK;hyundai/kia;Двигатель контрактный, есть ГТД ( документы для постановки на учет). Гарантия 1 месяц;False;27300;True;0;0;0;https://static-eu.insales.ru/images/products/1/2588/96987676/g4ek.jpg https://static-eu.insales.ru/images/products/1/2589/96987677/g4ek-2.jpg https://static-eu.insales.ru/images/products/1/2590/96987678/g4ek-3.jpg https://static-eu.insales.ru/images/products/1/2591/96987679/g4ek-4.jpg https://static-eu.insales.ru/images/products/1/2592/96987680/g4ek-5.jpg;;1
Двигатель KIA 1,6 GDI CEED SOUL VENGA;Челябинск, Ленина пр. Д. 26А оф. 1403|+79821124013;G4FD;hyundai/kia;Двигатель контрактный, есть ГТД ( документы для постановки на учет). Гарантия 1 месяц;False;92100;True;0;0;0;https://static-eu.insales.ru/images/products/1/7146/97049578/engine_Hyundai_G4FD-2.jpeg https://static-eu.insales.ru/images/products/1/7147/97049579/engine_Hyundai_G4FD-3.jpeg https://static-eu.insales.ru/images/products/1/7148/97049580/engine_Hyundai_G4FD-4.jpeg;;1
Двигатель Hyundai1,5 Accent,Pony;Челябинск, Ленина пр. Д. 26А оф. 1403|+79821124013;G4FK;hyundai/kia;Двигатель контрактный, есть ГТД ( документы для постановки на учет). Гарантия 1 месяц;False;27500;True;0;0;0;https://static-eu.insales.ru/images/products/1/2696/96987784/IMG__9081.JPG.jpg;;1
Двигатель Hyunda1,8 ELANTRA,MATRIX;Челябинск, Ленина пр. Д. 26А оф. 1403|+79821124013;G4GB;hyundai/kia;Двигатель контрактный, есть ГТД ( документы для постановки на учет). Гарантия 1 месяц;False;48000;True;0;0;0;https://static-eu.insales.ru/images/products/1/1935/96987023/engine_Hyundai_G4GB-1.jpeg;;1
Двигатель Kia/Hyundai 2,0 Tiburon  Elantra  Carens  2000-06;Челябинск, Ленина пр. Д. 26А оф. 1403|+79821124013;G4GC;hyundai/kia;Двигатель контрактный, есть ГТД ( документы для постановки на учет). Гарантия 1 месяц;False;43600;True;0;0;0;https://static-eu.insales.ru/images/products/1/2684/97053308/g4gc.jpg;;1
Двигатель Kia/Hyundai 2.0 Tucson.Sportage Elantra Ceed Sonata;Челябинск, Ленина пр. Д. 26А оф. 1403|+79821124013;G4GC-VVTI;hyundai/kia;Двигатель контрактный, есть ГТД ( документы для постановки на учет). Гарантия 1 месяц;False;46900;True;0;0;0;https://static-eu.insales.ru/images/products/1/2797/97053421/engine_Hyundai_G4GC__21101-23B20K_-4.jpeg;;1
Двигатель Hyundai 2,0 LANTRA ELANTRA;Челябинск, Ленина пр. Д. 26А оф. 1403|+79821124013;G4GF;hyundai/kia;Двигатель контрактный, есть ГТД ( документы для постановки на учет). Гарантия 1 месяц;False;36000;True;0;0;0;https://static-eu.insales.ru/images/products/1/7629/97025485/engine_Hyundai_G4GF-2.jpeg;;1
Двигатель Hyundai 1,8 LANTRA,ELANTRA;Челябинск, Ленина пр. Д. 26А оф. 1403|+79821124013;G4GM;hyundai/kia;Двигатель контрактный, есть ГТД ( документы для постановки на учет). Гарантия 1 месяц;False;36300;True;0;0;0;https://static-eu.insales.ru/images/products/1/7095/97024951/G4CM.jpg https://static-eu.insales.ru/images/products/1/7096/97024952/G4CM_1.jpg;;1
Двигатель Hyundai 0,8 ATOS;Челябинск, Ленина пр. Д. 26А оф. 1403|+79821124013;G4HA;hyundai/kia;Двигатель контрактный, есть ГТД ( документы для постановки на учет). Гарантия 1 месяц;False;62900;True;0;0;0;https://static-eu.insales.ru/images/products/1/2184/96987272/2087737154.jpg;;1
Двигатель HYUNDAI 1,0 AMICA ATOZ;Челябинск, Ленина пр. Д. 26А оф. 1403|+79821124013;G4HC;hyundai/kia;Двигатель контрактный, есть ГТД ( документы для постановки на учет). Гарантия 1 месяц;False;37100;True;0;0;0;https://static-eu.insales.ru/images/products/1/2303/96987391/engine_Hyundai_G4HC-2.jpeg;;1
Двигатель HYUNDAI 1,1 ATOS GETZ;Челябинск, Ленина пр. Д. 26А оф. 1403|+79821124013;G4HD;hyundai/kia;Двигатель контрактный, есть ГТД ( документы для постановки на учет). Гарантия 1 месяц;False;54500;True;0;0;0;https://static-eu.insales.ru/images/products/1/2394/96987482/engine_Hyundai_G4HD-3.jpeg;;1
Двигатель Hyunda 2.0 Sonata, Santa Fe.Trajet;Челябинск, Ленина пр. Д. 26А оф. 1403|+79821124013;G4JP;hyundai/kia;Двигатель контрактный, есть ГТД ( документы для постановки на учет). Гарантия 1 месяц;False;40000;True;0;0;0;https://static-eu.insales.ru/images/products/1/2020/96987108/g4jp.jpg https://static-eu.insales.ru/images/products/1/2021/96987109/g4jp-2.jpg;;1
Двигатель Hyundai 2,4 SONATA SantaFe;Челябинск, Ленина пр. Д. 26А оф. 1403|+79821124013;G4JS;hyundai/kia;Двигатель контрактный, есть ГТД ( документы для постановки на учет). Гарантия 1 месяц;False;71800;True;0;0;0;https://static-eu.insales.ru/images/products/1/8017/97025873/g4js.jpg https://static-eu.insales.ru/images/products/1/8018/97025874/g4js-2.jpg;;1
Двигатель KIA 2,4 Sorento;Челябинск, Ленина пр. Д. 26А оф. 1403|+79821124013;G4JS-2;hyundai/kia;Двигатель контрактный, есть ГТД ( документы для постановки на учет). Гарантия 1 месяц;False;95800;True;0;0;0;https://static-eu.insales.ru/images/products/1/7663/97050095/g4js.jpg https://static-eu.insales.ru/images/products/1/7664/97050096/g4js-2.jpg;;1
Двигатель Kia Sonata Hyundai 2.0 Magentis.Santa FE;Челябинск, Ленина пр. Д. 26А оф. 1403|+79821124013;G4KA;hyundai/kia;Двигатель контрактный, есть ГТД ( документы для постановки на учет). Гарантия 1 месяц;False;67500;True;0;0;0;https://static-eu.insales.ru/images/products/1/4265/97054889/4a30922b225c3b114f08931cf6159c2c.jpg https://static-eu.insales.ru/images/products/1/4266/97054890/4df8de6b9fa43c3556c31e37a9fd9fdd__1_.jpg https://static-eu.insales.ru/images/products/1/4267/97054891/4df8de6b9fa43c3556c31e37a9fd9fdd.jpg https://static-eu.insales.ru/images/products/1/4268/97054892/b59b682c6f0360761e609f8e8648e499.jpg https://static-eu.insales.ru/images/products/1/4269/97054893/e22a5df59a3b4c1582abecfe9449ff94.jpg;;1
Двигатель Hyundai Sonata NF;Челябинск, Ленина пр. Д. 26А оф. 1403|+79821124013;G4KC;hyundai/kia;Двигатель контрактный, есть ГТД ( документы для постановки на учет). Гарантия 1 месяц;False;85000;True;0;0;0;https://static-eu.insales.ru/images/products/1/6744/97049176/005fba8a0bacb17987bb951139c5a37f.jpg https://static-eu.insales.ru/images/products/1/6745/97049177/1288e28529cf8a4294b718860d930296.jpg https://static-eu.insales.ru/images/products/1/6746/97049178/af91e8957566ce6e2934e45f9b183286.jpg https://static-eu.insales.ru/images/products/1/6747/97049179/e7bfbbfdddaac213bc7fb9169dafdbeb.jpg;;1
Двигатель Hyundai ,Kia 2,0 Sonata Optima Sportage Tucson Magentis iX35;Челябинск, Ленина пр. Д. 26А оф. 1403|+79821124013;G4KD-THETA;hyundai/kia;Двигатель контрактный, есть ГТД ( документы для постановки на учет). Гарантия 1 месяц;False;79500;True;0;0;0;https://static-eu.insales.ru/images/products/1/6202/97048634/g4kd.jpg https://static-eu.insales.ru/images/products/1/6203/97048635/g4kd-4.jpg https://static-eu.insales.ru/images/products/1/6204/97048636/g4kd-5.jpg;;1
Двигатель Hyundai ,Kia 2,0 SONATA NF IX35 TUCSON  Forte Optima Sportage  Magentis;Челябинск, Ленина пр. Д. 26А оф. 1403|+79821124013;G4KD-THETA II 4X2;hyundai/kia;Двигатель контрактный, есть ГТД ( документы для постановки на учет). Гарантия 1 месяц;False;83800;True;0;0;0;https://static-eu.insales.ru/images/products/1/3935/97029983/g4kd.jpg https://static-eu.insales.ru/images/products/1/3936/97029984/g4kd-2.jpg https://static-eu.insales.ru/images/products/1/3937/97029985/g4kd-3.jpg https://static-eu.insales.ru/images/products/1/3938/97029986/g4kd-4__1_.jpg https://static-eu.insales.ru/images/products/1/3939/97029987/g4kd-5.jpg;;1
Двигатель Hyundai ,Kia 2,0  IX35 TUCSON  Forte Sportage;Челябинск, Ленина пр. Д. 26А оф. 1403|+79821124013;G4KD-THETA II 4X4;hyundai/kia;Двигатель контрактный, есть ГТД ( документы для постановки на учет). Гарантия 1 месяц;False;87100;True;0;0;0;https://static-eu.insales.ru/images/products/1/1929/97027977/g4kd.jpg https://static-eu.insales.ru/images/products/1/1930/97027978/g4kd-2.jpg https://static-eu.insales.ru/images/products/1/1931/97027979/g4kd-3.jpg https://static-eu.insales.ru/images/products/1/1933/97027981/g4kd-4.jpg https://static-eu.insales.ru/images/products/1/1934/97027982/g4kd-5.jpg;;1
Двигатель Kia/Hyunda i2,4 Sonata, Santa Fe,Sorento,Magentis iX35;Челябинск, Ленина пр. Д. 26А оф. 1403|+79821124013;G4KE;hyundai/kia;Двигатель контрактный, есть ГТД ( документы для постановки на учет). Гарантия 1 месяц;False;98000;True;0;0;0;https://static-eu.insales.ru/images/products/1/3687/97054311/03459d5f7c7b96863002d0438ee8015a.jpg https://static-eu.insales.ru/images/products/1/3686/97054310/2abc786197fdbf5f38a4b8df61e0edd8.jpg;;1
Двигатель Kia/Hyundai 2,4 SANTA FE Sorento;Челябинск, Ленина пр. Д. 26А оф. 1403|+79821124013;G4KE-4X4 KOREA;hyundai/kia;Двигатель контрактный, есть ГТД ( документы для постановки на учет). Гарантия 1 месяц;False;145000;True;0;0;0;https://static-eu.insales.ru/images/products/1/2936/97053560/2abc786197fdbf5f38a4b8df61e0edd8.jpg https://static-eu.insales.ru/images/products/1/2937/97053561/03459d5f7c7b96863002d0438ee8015a.jpg;;1
Двигатель Kia/Hyundai 2,4 SANTA FE Sorento;Челябинск, Ленина пр. Д. 26А оф. 1403|+79821124013;G4KE--2  4X4;hyundai/kia;Двигатель контрактный, есть ГТД ( документы для постановки на учет). Гарантия 1 месяц;False;115000;True;0;0;0;https://static-eu.insales.ru/images/products/1/2936/97053560/2abc786197fdbf5f38a4b8df61e0edd8.jpg https://static-eu.insales.ru/images/products/1/2937/97053561/03459d5f7c7b96863002d0438ee8015a.jpg;;1
Двигатель Kia/Hyundai 2,4 SANTA FE Sorento USA;Челябинск, Ленина пр. Д. 26А оф. 1403|+79821124013;G4KE-4X4 USA;hyundai/kia;Двигатель контрактный, есть ГТД ( документы для постановки на учет). Гарантия 1 месяц;False;110000;True;0;0;0;https://static-eu.insales.ru/images/products/1/3030/97053654/2abc786197fdbf5f38a4b8df61e0edd8.jpg https://static-eu.insales.ru/images/products/1/3033/97053657/03459d5f7c7b96863002d0438ee8015a.jpg;;1
